[Fecha 19/11/22 15:55:25] Cliente [252.127.0.0] [Inserción] [7|  ]
[Fecha 20/01/26 17:57:49] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:49] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:49] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:49] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:49] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:49] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:49] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:49] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:49] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:49] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:49] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:49] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:49] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:49] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:49] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:49] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:49] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:49] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:49] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:49] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:49] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:49] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:49] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:49] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:49] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:49] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:49] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:49] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:49] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:49] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:49] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:49] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:49] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:49] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:49] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:49] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:49] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:49] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:49] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:49] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:49] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:49] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:49] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:49] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:49] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:49] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:49] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:49] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:49] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:49] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:49] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:49] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:49] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:49] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:49] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:49] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:49] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:49] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:49] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:49] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:49] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:49] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:49] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:49] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:49] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:49] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:49] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:49] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:49] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:49] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:49] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:49] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:49] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:49] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:49] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:49] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:49] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:49] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:49] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:49] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:49] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:49] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:49] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:49] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:49] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:49] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:49] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:49] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:49] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:49] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:49] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:49] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:49] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:49] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:49] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:49] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:49] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:49] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:49] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:49] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:49] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:49] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:49] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:49] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:49] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:49] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:49] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:49] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:49] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:49] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:49] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:49] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:49] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:49] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:49] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:49] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:49] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:49] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:49] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:49] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:49] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:49] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:49] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:49] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:49] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:49] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:49] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:49] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:49] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:49] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:49] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:49] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:49] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:49] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:49] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:49] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:49] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:49] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:49] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:49] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:49] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:49] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:49] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:49] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:49] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:49] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:49] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:49] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:49] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:49] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:49] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:49] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:49] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:49] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:49] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:49] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:49] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:49] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:49] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:49] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:49] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:49] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:49] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:49] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:49] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:49] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:49] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:49] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:49] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:49] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:49] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:49] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:49] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:49] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:49] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:49] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:49] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:49] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:49] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:49] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:49] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:49] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:49] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:49] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:49] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:49] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:49] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:49] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:49] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:49] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:49] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:49] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:49] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:49] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:49] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:49] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:49] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:49] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:49] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:49] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:49] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:49] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:49] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:49] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:49] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:49] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:49] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:49] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:49] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:49] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:49] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:49] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:49] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:49] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:49] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:49] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:49] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:49] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:49] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:49] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:49] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:49] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:49] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:49] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:49] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:49] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:49] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:49] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:49] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:49] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:49] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:49] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:49] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:49] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:49] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:49] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:49] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:49] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:49] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:49] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:49] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:49] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:49] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:49] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:49] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:49] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:49] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:49] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:49] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:49] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:49] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:49] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:49] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:49] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:49] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:49] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:49] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:49] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:49] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:49] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:49] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:49] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:49] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:49] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:49] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:49] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:49] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:49] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:49] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:49] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:49] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:49] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:49] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:49] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:49] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:49] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:49] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:49] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:49] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:49] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:49] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:49] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:49] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:49] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:49] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:49] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:49] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:49] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:49] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:49] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:49] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:49] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:49] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:49] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:49] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:49] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:49] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:49] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:49] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:49] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:49] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:49] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:49] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:49] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:49] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:49] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:49] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:49] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:49] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:49] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:49] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:49] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:49] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:49] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:49] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:49] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:49] Cliente [0.0.0.0] [Lectura] [48|  ]
